city,pm25,pm10,no2,so2,co,o3,aqi,Date,aqi_outlier,AQI_Category,temperature_2m_max,temperature_2m_min,windspeed_10m_max,precipitation_sum
Kolkata,112.24245617225117,206.84520323962997,58.101361369065785,13.425250572780495,0.8220019618132829,43.73419483672841,128,2020-12-05,False,Moderate,27.1,14.1,9.1,0.0
Kolkata,5.0,55.92918787869479,32.293258476366546,13.609516848811117,0.6451220392774049,53.31582437853245,27,2020-12-06,False,Good,27.5,14.1,9.1,0.0
Kolkata,129.84261066052406,182.97671822022576,23.707531389700467,7.846086941206638,1.0072129262963554,61.29615704083321,128,2020-12-07,False,Moderate,28.0,14.1,9.5,0.0
Kolkata,45.13276411716071,94.55827328794916,53.57021094636196,20.60383724083793,0.8529267035554922,47.01424399697751,60,2020-12-08,False,Satisfactory,26.7,15.4,9.2,0.0
Kolkata,65.21302844232284,118.07565931505889,60.83608132322824,12.723804028868464,0.9499992706104756,28.67565689312794,76,2020-12-09,False,Satisfactory,26.1,15.2,9.3,0.0
Kolkata,143.77544020153442,220.512623548198,35.55801250549957,11.478259643171617,1.1538079766422251,94.17925422652618,151,2020-12-10,False,Moderate,26.2,14.9,10.1,0.0
Kolkata,12.608738845355091,52.38996444124662,34.08712079201672,17.20481847012209,0.9063110300209096,42.31455195311915,29,2020-12-11,False,Good,25.6,13.7,9.3,0.0
Kolkata,23.35051298322835,93.57652757237976,36.99621485871696,6.21053820667876,0.5953401061487137,43.62205418824826,47,2020-12-12,False,Good,24.5,14.1,10.7,0.0
Kolkata,68.0001959223752,97.10572502388172,24.5183265053854,23.84763972441073,0.898851457432511,43.82848050818814,69,2020-12-13,False,Satisfactory,25.0,16.0,8.4,0.0
Kolkata,95.11886799964572,148.3300001642918,26.40015813571304,2.42279418310021,0.6407358596435873,47.26217519501044,99,2020-12-14,False,Satisfactory,26.1,15.2,9.0,0.0
Kolkata,75.61770281023911,88.98928283887608,77.20101626989661,24.01358085207631,0.9334471244633128,50.38239375570314,77,2020-12-15,False,Satisfactory,25.5,15.9,9.2,0.1
Kolkata,57.40716256576037,118.97769096852342,38.24491893040049,18.261142246081963,1.0742292017808228,37.24139066195456,71,2020-12-16,False,Satisfactory,26.3,17.0,8.6,0.0
Kolkata,52.49103390445742,121.88435377824294,50.41956463173237,6.433872239467328,0.6628696931828986,47.69060283034982,72,2020-12-17,False,Satisfactory,26.0,15.7,10.4,0.0
Kolkata,78.52985612068905,127.09217353470748,53.488590157772464,12.728870575086424,0.8242253991310838,38.6484915276839,86,2020-12-18,False,Satisfactory,23.1,13.1,12.3,0.0
Kolkata,86.70222187267336,136.12780055866384,32.80212383241096,6.246664930756777,1.18308432268347,76.69583797303173,95,2020-12-19,False,Satisfactory,21.4,10.4,11.4,0.0
Kolkata,89.78008620808949,168.47209179101952,43.443020185817616,5.065694966799564,0.8900882168122759,44.90742778206027,104,2020-12-20,False,Moderate,22.4,10.0,12.4,0.0
Kolkata,99.03388489597371,180.44970581087085,32.399472789626955,13.937528952904575,1.0583371409941045,70.31278990913485,113,2020-12-21,False,Moderate,23.0,10.3,10.7,0.0
Kolkata,119.43082560816376,147.13205886785568,23.25839792965481,15.824634942663582,0.684613598070573,35.24214580310577,109,2020-12-22,False,Moderate,23.4,10.9,10.0,0.0
Kolkata,127.5337051764619,170.1402727382213,64.45554951796461,9.797621618778066,0.5759561289529564,49.03469797758009,126,2020-12-23,False,Moderate,23.6,11.4,9.4,0.0
Kolkata,110.33076395003914,166.18937700864808,68.37518118541205,12.85752135570134,0.7470421475822314,72.63732503534627,119,2020-12-24,False,Moderate,22.9,11.3,10.0,0.0
Kolkata,103.8078341782668,145.53623595390272,43.57913528757359,13.090825813017558,0.738370333617403,52.7362405057422,105,2020-12-25,False,Moderate,24.9,11.8,10.3,0.0
Kolkata,28.4955026584914,71.37522397115768,46.46885698832684,9.358762111487897,0.5325378593992589,49.39034704731955,45,2020-12-26,False,Good,23.7,9.7,11.0,0.0
Kolkata,61.09122945436468,84.64944485521838,20.54312521868753,14.04039959913833,0.8271700875102295,54.710464086050045,63,2020-12-27,False,Satisfactory,23.7,9.8,11.3,0.0
Kolkata,68.05414705939688,87.78598556980918,26.888028866937304,10.390307457185376,0.9308270052846416,23.770740765479367,65,2020-12-28,False,Satisfactory,23.8,9.6,11.2,0.0
Kolkata,5.0,83.97834490875844,48.9682049463106,7.619590535208125,0.7295977734445035,43.68158558451617,36,2020-12-29,False,Good,24.5,9.2,11.5,0.0
Kolkata,91.58652748980975,131.43830801301755,22.77099520399842,14.446562806297264,1.3443188810981566,57.9468210483446,93,2020-12-30,False,Satisfactory,25.0,11.2,10.8,0.0
Kolkata,83.00297002219676,128.71776210128235,28.16882942475544,9.962184947502209,0.9177023793690506,67.80848393722522,89,2020-12-31,False,Satisfactory,25.2,12.2,13.3,0.0
Kolkata,129.27574286175053,182.68317024488783,42.80194960726512,12.261082894992454,0.97130337871717,50.72139758559597,128,2021-01-01,False,Moderate,24.6,11.9,10.8,0.0
Kolkata,82.5787464590363,115.37418675088628,26.7396898272294,8.544281110009626,0.8719768433632269,45.40399919060084,83,2021-01-02,False,Satisfactory,24.9,10.1,10.7,0.0
Kolkata,183.295126969258,241.0537264182765,63.56211394753263,19.423728343777704,0.9274009488175858,49.38741899191125,175,2021-01-03,False,Moderate,25.0,10.6,10.7,0.0
Kolkata,44.04030711975706,82.00301982359643,52.60553060485513,13.348243328211671,0.607265029156381,46.88868739068484,56,2021-01-04,False,Satisfactory,25.6,11.1,10.9,0.0
Kolkata,93.17802526647016,143.67419052857616,36.4274577608632,11.72603758749278,0.1,50.27310833422338,98,2021-01-05,False,Satisfactory,27.3,11.5,10.1,0.0
Kolkata,37.668644284786616,94.93815786807,42.00942653968059,15.742031579562454,1.0274558187569274,75.79469571860295,59,2021-01-06,False,Satisfactory,28.1,13.2,9.7,0.0
Kolkata,5.0,52.47883678335536,9.39287691081752,14.45348291291931,0.749890935086383,42.93858376827125,23,2021-01-07,False,Good,29.0,15.6,8.7,0.0
Kolkata,90.68073993495956,119.62363237324128,67.71772332809087,10.777917085262333,0.8229599809716073,48.07210944457424,92,2021-01-08,False,Satisfactory,25.4,17.1,8.1,0.0
Kolkata,116.89639402246158,142.85230112031633,52.42313111452675,9.407176667932712,0.6470500064839464,63.190894597442266,112,2021-01-09,False,Moderate,28.1,16.1,9.2,0.0
Kolkata,69.27189139519149,131.54752781148304,49.48680584772695,10.25432027807945,0.8698819740386013,42.74156108593483,83,2021-01-10,False,Satisfactory,29.1,17.1,12.3,0.0
Kolkata,79.21737304427126,138.6910819950715,25.64869419306278,14.20146611778238,0.8952989961140001,27.66500725942315,86,2021-01-11,False,Satisfactory,27.9,17.9,10.2,0.0
Kolkata,50.15689755348245,86.3272725209952,33.33417505835631,7.220544163514225,1.081747868666701,65.90803848781998,60,2021-01-12,False,Satisfactory,25.6,14.9,12.7,0.0
Kolkata,48.48490889682807,75.40150873935121,39.79991628045297,18.650943184036983,1.4462599645649332,39.88131501454205,54,2021-01-13,False,Satisfactory,22.5,13.6,10.4,0.0
Kolkata,5.0,25.25037411012873,13.263117567977588,14.08419775922654,0.8292583439082795,53.25785787271773,16,2021-01-14,False,Good,22.8,10.2,12.9,0.0
Kolkata,125.03721831944186,207.61599633111712,52.64433702650757,15.675966462003853,0.3577825160626718,42.37108446097524,134,2021-01-15,False,Moderate,22.9,10.4,11.9,0.0
Kolkata,135.392863652298,174.39965690118927,56.58331550105242,12.616903831289507,1.034955779926641,36.92240973327088,129,2021-01-16,False,Moderate,22.4,10.4,9.3,0.0
Kolkata,110.52535734985996,147.73580773618033,43.458182634769166,11.854512801812763,1.1576114309048142,62.48108942640197,110,2021-01-17,False,Moderate,23.1,9.6,8.7,0.0
Kolkata,9.371575860498323,43.1635731219036,30.46161546930425,15.458697301082452,0.651391741851191,33.65952173453847,24,2021-01-18,False,Good,24.6,10.0,11.4,0.0
Kolkata,25.41410543100318,89.96117720516534,8.896973033629685,17.275685651436575,0.413926431821135,43.28423437068084,44,2021-01-19,False,Good,25.6,10.9,9.9,0.0
Kolkata,33.259857215352724,64.87672572097084,36.64875694143121,11.316351985905609,0.3360963259280921,43.919453954101904,44,2021-01-20,False,Good,27.4,15.4,13.0,0.0
Kolkata,84.12933802560815,143.48837412090575,9.363723019945128,9.605803124636225,0.1839146234161385,42.37647903680929,90,2021-01-21,False,Satisfactory,25.0,12.0,14.8,0.0
Kolkata,62.78148802974219,125.36433929307626,54.60138195142297,6.891048952314536,0.8882787117414244,59.82516326137223,80,2021-01-22,False,Satisfactory,24.2,10.6,10.9,0.0
Kolkata,50.11803203851332,115.57814182459444,42.03951063176152,10.632717999496904,0.8425286692277578,26.2969732447451,66,2021-01-23,False,Satisfactory,24.5,10.3,11.2,0.0
Kolkata,85.61855698075856,118.70248965418224,40.432423081348325,9.970901205353696,0.8865176640035015,67.878040546915,89,2021-01-24,False,Satisfactory,26.4,10.9,10.6,0.0
Kolkata,85.0855568994441,155.0946045559574,24.656178254349623,19.168399338487127,0.4961806623489423,31.198424536648687,94,2021-01-25,False,Satisfactory,26.2,12.9,11.2,0.0
Kolkata,69.00679588625533,110.11759832563038,16.270103725640567,6.360779679405876,0.1,29.7317008767848,72,2021-01-26,False,Satisfactory,24.7,12.2,9.9,0.0
Kolkata,53.60638901768028,133.40334153485028,50.69560060432488,13.617499859194329,1.4495862984676036,23.113712537147084,74,2021-01-27,False,Satisfactory,24.0,11.9,12.0,0.0
Kolkata,77.29201454120262,168.00086190474036,32.389853393289016,7.861100427001538,1.045201435815939,41.64921451739372,96,2021-01-28,False,Satisfactory,24.2,9.9,11.4,0.0
Kolkata,130.3720096130755,197.00182675753527,37.14264019717764,16.902864119611177,0.7293356790956583,51.990685631239415,133,2021-01-29,False,Moderate,23.0,10.3,11.1,0.0
Kolkata,103.4097214473402,145.61898477763444,62.65432868819228,12.349926454389724,0.8868943486751711,30.2541427377608,104,2021-01-30,False,Moderate,22.5,11.4,13.5,0.0
Kolkata,54.21832254621636,107.47600428208064,53.03102859787511,19.064654185126717,0.4817960296433825,37.60072629398884,68,2021-01-31,False,Satisfactory,22.3,8.5,10.1,0.0
Kolkata,30.806035309784136,90.67829113056982,61.19994048068182,11.210134095246852,0.8175123226777448,51.98795540632845,53,2021-02-01,False,Satisfactory,23.6,8.4,11.2,0.0
Kolkata,61.237194627745886,86.8110287426714,55.89944185815267,12.77126595099725,0.6355458180438005,95.07690206138837,71,2021-02-02,False,Satisfactory,24.5,8.7,10.2,0.0
Kolkata,79.88658446255778,95.64617964430946,49.82213295004548,2.7922910160069776,0.9398035556809928,56.59196759938224,79,2021-02-03,False,Satisfactory,25.7,9.9,11.1,0.0
Kolkata,135.19547255558797,165.14929524158356,35.5950632154828,11.654629354147112,1.0597267976965972,56.51364486203831,126,2021-02-04,False,Moderate,26.4,10.1,10.5,0.0
Kolkata,100.75171027240576,175.12823003403062,36.66775540630666,19.313631147633224,0.7734992768688479,63.43191656583697,112,2021-02-05,False,Moderate,27.8,11.4,11.4,0.0
Kolkata,60.17944439574569,122.08006622432886,57.37226710034688,6.589638376495091,1.083304944623609,52.681335836717935,77,2021-02-06,False,Satisfactory,27.2,12.9,16.0,0.0
Kolkata,161.53582240841564,206.25795556863864,44.40241344743527,11.219632655947471,0.998852422582002,17.25199456125653,148,2021-02-07,False,Moderate,25.9,14.2,16.4,0.0
Kolkata,23.58482364806602,86.95612431236322,40.39781019871101,2.0,0.6097805160964515,44.10752360803693,46,2021-02-08,False,Good,27.1,12.4,12.6,0.0
Kolkata,60.59620607108674,129.22732067008593,58.84540663662151,2.0,0.764155498845873,51.70622263019579,80,2021-02-09,False,Satisfactory,27.3,11.2,10.8,0.0
Kolkata,20.734824155520577,95.79716125813296,45.5647523573525,16.252566929261537,0.6662626381884258,38.316130565798055,47,2021-02-10,False,Good,27.6,12.4,10.7,0.0
Kolkata,57.22299464138951,105.0223656360814,33.61739392600007,16.527781981742695,1.599813132147868,58.738414663589616,69,2021-02-11,False,Satisfactory,28.5,12.9,10.2,0.0
Kolkata,5.0,58.10144303225085,22.183016097598596,9.961637292148954,0.7893140012838834,46.112877250416425,26,2021-02-12,False,Good,29.6,13.6,11.0,0.0
Kolkata,38.598103850720776,99.03689392469632,10.091680995849869,13.931785091199252,0.5293888830495783,54.1804755830681,55,2021-02-13,False,Satisfactory,29.2,14.2,11.8,0.0
Kolkata,26.212558597639703,80.84239273682869,60.65970111370751,9.02655618235968,0.6150136779683854,56.48749206904951,49,2021-02-14,False,Good,29.5,13.6,10.3,0.0
Kolkata,88.44278177061607,110.80809853308313,56.61440688256556,16.044744755477012,1.184627216129405,58.18852228059259,88,2021-02-15,False,Satisfactory,29.6,15.2,14.0,0.0
Kolkata,155.51240981936235,168.06021355461525,62.858706233291535,10.05039312727424,0.63680930625427,39.28321542228139,138,2021-02-16,False,Moderate,29.4,13.7,10.9,0.0
Kolkata,100.37401996783784,166.37888521603728,33.00485042145349,13.367890134743954,1.6291529810278047,39.95182715429429,107,2021-02-17,False,Moderate,28.2,17.6,13.1,0.2
Kolkata,64.22085668658032,142.61870310780157,16.367312493972637,13.22557935794503,0.1,29.307482292806643,79,2021-02-18,False,Satisfactory,29.0,14.9,10.1,0.0
Kolkata,32.39691163749952,64.8668407921039,21.292027556825342,13.00491546431532,1.219953353376426,80.58589806896008,45,2021-02-19,False,Good,25.7,17.1,7.9,0.0
Kolkata,38.82319761533598,103.39174095781874,58.12756590032728,12.604611771202046,1.0125473686809787,56.90062873693008,61,2021-02-20,False,Satisfactory,28.6,16.9,9.3,0.0
Kolkata,98.34130972366924,133.6085911604706,10.091014813407742,10.256548532919972,0.569938676917564,45.83184687235904,94,2021-02-21,False,Satisfactory,29.7,15.1,10.9,0.0
Kolkata,118.45804901192982,197.1715550994188,42.260970630632855,6.079915977112359,0.6832115270400319,38.41429479028939,126,2021-02-22,False,Moderate,29.8,14.6,10.8,0.0
Kolkata,84.95838193807758,125.62331113660092,53.53993411844749,7.760226596048776,1.45502978971331,27.91452740332817,88,2021-02-23,False,Satisfactory,30.0,16.5,9.7,0.0
Kolkata,92.22866385564495,110.01785052114865,55.71840774130572,12.234414313280633,0.8617261395607811,36.54115204050534,88,2021-02-24,False,Satisfactory,30.9,15.8,11.5,0.0
Kolkata,123.43805454890884,186.2949091966741,31.818771769804723,11.91721684406496,0.5329031671177169,35.46277853772979,124,2021-02-25,False,Moderate,32.5,15.9,13.5,0.0
Kolkata,55.38771879391531,99.90865626468116,40.0262141988231,11.778379333821428,0.5404426577577425,61.38562058081301,67,2021-02-26,False,Satisfactory,33.8,17.8,14.1,0.0
Kolkata,123.5803656871426,191.85238678246756,50.59310497522444,2.0,0.5004611729089128,27.67406762087337,127,2021-02-27,False,Moderate,33.7,16.5,14.8,0.0
Kolkata,9.094253812494742,81.97246549187639,65.42711248069593,12.03785147418428,0.9413989774560212,44.61069043330561,40,2021-02-28,False,Good,34.8,19.6,14.6,0.0
Kolkata,126.78753301662238,182.38806553802527,32.17870695684265,14.811483599091329,0.74550862347716,52.93376680795596,126,2021-03-01,False,Moderate,34.3,18.9,24.6,0.0
Kolkata,107.7332043674787,232.9363093389844,66.79321819145278,12.750084665555075,0.5180808444400242,16.19697256869867,132,2021-03-02,False,Moderate,32.3,18.2,10.1,0.0
Kolkata,131.36979124076504,203.76621661488383,30.5805725641502,11.562053594496476,0.8624002717227232,58.91103425989748,135,2021-03-03,False,Moderate,30.8,17.4,10.6,0.0
Kolkata,146.18027906273716,170.11915147122892,50.10479294219383,13.094121760608038,0.6469591815715434,62.09691097875732,135,2021-03-04,False,Moderate,32.8,15.8,11.3,0.0
Kolkata,75.54815867551562,123.94006426540685,44.70685346168697,9.7101239865798,0.9963187093989704,44.0397330709016,83,2021-03-05,False,Satisfactory,34.2,16.9,10.8,0.0
Kolkata,147.60572160943406,202.172396298544,29.94940281090253,13.543882398910934,1.0968501911474986,26.37216605420403,140,2021-03-06,False,Moderate,34.0,17.8,18.0,0.0
Kolkata,130.68231042235445,187.4880509656629,39.54448317812808,8.56848429176043,0.90411572874126,36.745221943923084,129,2021-03-07,False,Moderate,32.7,16.5,11.9,0.0
Kolkata,5.0,40.73958579938857,35.91179398041944,15.065715974268658,0.7343587903531714,32.82359788169964,21,2021-03-08,False,Good,33.8,18.5,10.4,0.0
Kolkata,53.55579089004182,103.9685889631418,49.683957071254206,16.065923470982906,0.3914089531833433,50.76734643031471,68,2021-03-09,False,Satisfactory,34.9,21.1,23.0,0.0
Kolkata,110.9488223822885,143.48750766569412,67.00329588140815,9.527558366698669,1.105988163154647,60.36752991831565,111,2021-03-10,False,Moderate,33.5,20.4,8.9,0.8
Kolkata,52.48988015345045,102.81339350921276,60.46206808600756,9.315609365135044,0.8531829227669281,27.415052209550357,65,2021-03-11,False,Satisfactory,33.7,20.8,13.7,0.1
Kolkata,94.38347708867472,136.2929549927871,47.857930517659184,7.778123314758792,0.8959162963983319,44.74628225812251,97,2021-03-12,False,Satisfactory,33.2,21.4,7.4,3.7
Kolkata,5.0,56.75729041058064,58.91614194101457,6.5178062827660606,0.6066319225123572,69.88020600110288,32,2021-03-13,False,Good,28.0,18.8,24.0,0.9
Kolkata,102.25930483703678,145.68090553526682,44.43644621121175,8.871647854678637,1.5414411646237165,63.303009963684566,105,2021-03-14,False,Moderate,31.4,17.7,9.7,0.0
Kolkata,148.35229477324077,200.1905634972667,20.89247079624121,14.51669330549168,1.1765336795995998,69.45700592680171,143,2021-03-15,False,Moderate,32.5,20.2,8.6,0.0
Kolkata,12.493524821325508,66.72199782583297,16.031325749003923,9.070483136293255,0.975626326571507,69.9707904540134,34,2021-03-16,False,Good,34.3,17.3,11.8,0.0
Kolkata,88.89935690563695,115.94444152707808,48.99056152566187,7.745642807758239,0.7123036311309312,51.35660877271784,89,2021-03-17,False,Satisfactory,35.0,17.9,13.7,0.0
Kolkata,53.20580550962883,115.93482267014768,51.28687383267091,17.140929700410442,1.2275997302684916,47.85238645909934,71,2021-03-18,False,Satisfactory,34.8,17.5,13.0,0.0
Kolkata,30.92178989765128,58.31074918835725,66.02739112901307,20.07644884800849,1.2015096656939233,41.217402135961066,43,2021-03-19,False,Good,35.2,18.5,10.7,0.0
Kolkata,147.5241735567796,194.13049175564072,45.146148747714015,16.132177044217364,1.1783651138068518,58.118451006255526,142,2021-03-20,False,Moderate,35.0,20.7,14.9,0.0
Kolkata,135.00042524503152,185.26610414248748,36.95690500504311,10.398302874656205,0.4551880041382684,10.0,127,2021-03-21,False,Moderate,35.8,21.1,13.0,0.0
Kolkata,121.65700118604973,166.97471114391334,51.14716457208651,14.991395605194596,0.847428637272424,64.16725303123822,122,2021-03-22,False,Moderate,34.8,20.4,8.9,0.0
Kolkata,122.860214451191,153.82577190487464,62.99394209990621,16.32182387865748,0.5373232397285085,40.26169416669925,117,2021-03-23,False,Moderate,36.3,22.2,8.5,0.0
Kolkata,30.285273797357355,92.84144120071522,37.3472192124303,2.0,0.6337075275039927,44.28628388578222,51,2021-03-24,False,Satisfactory,35.9,25.0,15.3,0.0
Kolkata,84.22693776234553,103.44342034927796,41.749765906309705,19.503669271978577,0.8561022676129898,58.84173446276812,83,2021-03-25,False,Satisfactory,35.6,21.6,15.5,0.0
Kolkata,142.53535650803988,190.64448610425,38.097783749746974,13.724263832657824,0.5345436274373001,39.58159854663161,136,2021-03-26,False,Moderate,35.2,20.5,9.5,0.0
Kolkata,5.0,100.76690507436776,52.46053230146146,7.263347640313768,1.10715715353039,37.879304011535865,41,2021-03-27,False,Good,34.7,19.5,11.2,0.0
Kolkata,82.72223103554512,133.981926289921,33.30736476568704,7.935856798192699,1.162564305186942,51.26744053962054,90,2021-03-28,False,Satisfactory,35.4,19.8,12.3,0.0
Kolkata,147.27731765767624,176.4582763721854,32.90775779093287,11.771592425097854,1.13096323691844,38.16181581621833,133,2021-03-29,False,Moderate,36.3,23.0,13.1,0.0
Kolkata,102.85168231585638,159.71002658786364,61.42668258430663,14.489864324354714,0.2611031307447917,34.79128470869535,108,2021-03-30,False,Moderate,39.7,23.6,20.5,0.0
Kolkata,41.46913967540614,82.41930137545668,59.86592413494984,10.674061433652422,0.8103596706892376,46.62569262571473,56,2021-03-31,False,Satisfactory,39.0,21.5,24.9,0.0
Kolkata,101.553643736795,137.11665781576306,37.44101860468584,11.08650211519716,0.7787249703818799,41.51313455188798,99,2021-04-01,False,Satisfactory,37.2,21.2,13.1,0.0
Kolkata,26.5992736846162,95.2521362826769,38.25391952211051,17.64256042147435,0.9438411666510432,57.72009723254014,51,2021-04-02,False,Satisfactory,37.4,21.9,12.8,0.0
Kolkata,125.2267972066647,227.18491362810656,59.55596820428555,16.431988311574095,0.8876914563662125,68.88223606377441,143,2021-04-03,False,Moderate,36.2,22.6,10.6,0.0
Kolkata,50.13896881474926,111.83402951217572,59.15817075307402,16.761950615061423,0.7771427336195816,56.83148687340724,70,2021-04-04,False,Satisfactory,35.8,23.2,22.0,0.2
Kolkata,66.83386507101176,101.469269173487,61.761901675573526,9.82890299125369,0.6671956300388139,43.690204307159725,74,2021-04-05,False,Satisfactory,36.3,21.2,12.0,0.0
Kolkata,52.164062111865846,87.66952137191396,14.121183676457768,4.239304686056984,0.7422023545554035,56.846021739752544,59,2021-04-06,False,Satisfactory,36.8,22.4,17.1,0.0
Kolkata,12.952700112437457,66.59053616924982,59.246398176310414,9.642447281294086,0.5032111684189639,49.09812692876835,37,2021-04-07,False,Good,37.2,24.0,16.6,0.0
Kolkata,100.76813040126156,139.58232334049433,54.292977865045934,14.346603322326525,1.3193121219036772,24.77885631176257,100,2021-04-08,False,Satisfactory,35.9,25.0,22.8,0.7
Kolkata,23.53133471782789,65.16236656053532,19.913663964629745,19.86945995826307,0.8698532170830812,45.05134098682188,37,2021-04-09,False,Good,33.7,24.8,19.4,4.3
Kolkata,142.1475920288936,197.9994492878168,36.86706759318012,8.091672494223266,0.9667433598797476,57.8333326161226,139,2021-04-10,False,Moderate,36.2,24.3,15.0,0.0
Kolkata,107.27319255054658,173.396541169839,61.75848075424422,7.860138704055809,1.4710338157802345,77.0004913412504,119,2021-04-11,False,Moderate,37.2,24.6,16.3,0.0
Kolkata,148.6900275525197,194.56603557160955,29.29031194781166,12.524557606340895,0.8850341722991446,62.85821304663433,141,2021-04-12,False,Moderate,37.4,23.5,18.1,0.0
Kolkata,73.4305536392643,141.85751840011557,34.78834571633047,12.238745951244928,1.016841331421281,51.826264347158926,87,2021-04-13,False,Satisfactory,38.2,23.4,18.4,0.0
Kolkata,52.96641869296023,84.92765486255954,55.977474194673846,14.48131239443394,1.2161984286367258,67.17774739707251,64,2021-04-14,False,Satisfactory,39.6,23.0,14.1,0.0
Kolkata,68.73602859474472,138.86965318098655,45.286626806656855,11.432183584444497,1.5949931307001934,85.18971561631194,89,2021-04-15,False,Satisfactory,38.5,25.4,13.2,0.0
Kolkata,106.01766294418864,139.01876010171372,32.82392447051694,9.290407659365547,1.0442824927132874,55.76054005693352,103,2021-04-16,False,Moderate,35.6,23.6,20.5,0.0
Kolkata,67.51067294247716,158.8369623522159,33.55440508900086,21.318366870514144,1.1512427003391743,59.65981460156365,90,2021-04-17,False,Satisfactory,36.0,22.0,14.6,0.0
Kolkata,48.84422838699777,130.9296407448034,69.59479889846357,13.180880820688497,1.174323188933287,51.47315608149293,75,2021-04-18,False,Satisfactory,35.5,24.1,13.7,0.0
Kolkata,140.20072565431164,171.23423154634804,54.84044408539464,2.0,0.4490481797017472,34.10622415155441,130,2021-04-19,False,Moderate,37.8,23.6,18.5,0.0
Kolkata,80.5495798186397,112.87340530416932,26.857130981409213,11.103259360402076,0.7616971337948055,32.703118681351704,80,2021-04-20,False,Satisfactory,38.8,23.0,18.0,0.0
Kolkata,26.27708039090959,59.256422157309466,55.029589389022384,25.18501817123655,1.2378684139083131,44.6423593954831,40,2021-04-21,False,Good,39.3,25.2,14.8,0.0
Kolkata,96.65182483233204,146.61990258575082,37.854777227884256,12.548386608792931,0.8831516269162643,23.80701626027509,98,2021-04-22,False,Satisfactory,34.0,24.9,16.3,2.7
Kolkata,55.22957509795822,104.3790038062037,75.76560499482635,15.1854373285609,1.130593709579521,48.34608974207552,71,2021-04-23,False,Satisfactory,36.5,23.2,12.4,0.0
Kolkata,137.55983384244968,193.2453405445725,52.38620930153084,12.875800900555276,0.965614784452033,42.86440930322486,136,2021-04-24,False,Moderate,38.0,21.5,11.7,0.0
Kolkata,153.1897474905383,193.55659469515533,25.769132732594045,12.80170272314418,1.3619374500722077,39.75310549896219,141,2021-04-25,False,Moderate,38.5,24.6,12.0,0.0
Kolkata,72.75654562708601,127.88159642348586,20.13979057096558,5.122258116327855,1.1375595153108726,51.132768865054366,81,2021-04-26,False,Satisfactory,37.2,25.5,12.1,0.2
Kolkata,37.58756967149217,81.31478542882951,31.610226203454797,12.039644402219746,0.8589723108887106,17.774701115881037,48,2021-04-27,False,Good,39.3,25.1,10.9,0.0
Kolkata,133.36059042822097,184.8370358706352,30.42452534292065,16.421651395301296,0.4896531927323844,45.28563562217897,129,2021-04-28,False,Moderate,38.1,25.4,15.6,0.0
Kolkata,31.33784737736952,96.2256112656957,57.90348022588542,13.92041775689213,0.743278782300482,30.864191920459696,53,2021-04-29,False,Satisfactory,37.4,25.5,23.7,0.0
Kolkata,61.70487293282294,116.3403505556017,31.382507571459115,9.725370430327615,0.463348997413754,38.849960585898,72,2021-04-30,False,Satisfactory,36.3,25.7,16.5,2.4
Kolkata,21.337898433569684,76.86992883087154,40.74715367639577,12.472540920380771,0.6918175273151491,41.14000110332544,41,2021-05-01,False,Good,35.3,23.9,11.5,0.0
Kolkata,68.08341039384395,109.5573277435018,42.29785015906785,21.1649145551364,0.7432431533918812,41.12118947815827,75,2021-05-02,False,Satisfactory,34.7,25.0,13.9,1.1
Kolkata,70.0292710029494,110.18370450238145,32.55632339695809,9.078232668241116,1.005500197824248,60.08166240475076,77,2021-05-03,False,Satisfactory,33.1,24.2,14.5,1.4
Kolkata,116.0947663717434,188.37644572534523,34.53110536166032,4.1614845231340425,1.3908708247100396,16.137381459079805,119,2021-05-04,False,Moderate,30.0,22.4,9.2,0.5
Kolkata,66.33370544194577,87.80305076387933,46.04236633280382,7.215664608594576,1.1394842830960843,53.487004988726085,69,2021-05-05,False,Satisfactory,30.1,23.6,13.7,8.4
Kolkata,140.45645702371544,192.48803655657755,57.38918050736612,6.571936110913885,1.0955222266623446,47.97466567036437,138,2021-05-06,False,Moderate,32.0,22.9,14.6,5.6
Kolkata,89.51513831973362,158.06539687277365,45.798460231415376,8.046981320003738,0.6531586817324,34.13507114565334,100,2021-05-07,False,Satisfactory,31.2,23.8,11.2,18.2
Kolkata,108.61215092527772,151.69801065763397,33.26825931770076,13.01261554049588,0.7289243041735679,67.53366901602408,109,2021-05-08,False,Moderate,31.2,24.5,12.0,2.1
Kolkata,111.40334059288512,175.8613677600372,33.77124606935043,15.549080768119024,0.9510212781817512,31.756684382006284,115,2021-05-09,False,Moderate,31.2,24.2,11.2,4.1
Kolkata,70.1540176445734,116.72795981480078,62.43230443719524,9.900986731061948,0.9447240519816968,69.51450200748337,83,2021-05-10,False,Satisfactory,33.0,23.1,19.3,0.4
Kolkata,43.09784160867664,98.68597520060038,70.48695907010722,4.156155395708645,0.6179520595256635,54.09378860890732,63,2021-05-11,False,Satisfactory,30.8,24.1,19.2,14.7
Kolkata,94.57325958087688,147.72146163410815,48.18571347052169,18.304784167283376,0.8162740415011929,48.88634513315963,101,2021-05-12,False,Moderate,31.8,23.0,13.2,4.2
Kolkata,103.7852711409134,193.584166037934,48.999554825151066,17.19412066060406,0.3280425131069799,47.30609650733136,119,2021-05-13,False,Moderate,30.4,22.9,10.0,25.3
